OBJECTID,NAME_OF_SE,ALT_NAME,STREETNAME,WARD_S,PLANNING_U,LATITUDE,LONGITUDE,REGION,WATER_SUPP,SANITATION,REFUSE,ELECTRIC_2,UNIREFCODE,EST_HHC,NUSP_CAT,SHAPE_Length,SHAPE_Area
217,Umlazi - A - AX1,AX1,Gybon Mpanza Drive / Veni Yeni Road,88/80,Umlazi - A,"-29,9599798138628","30,9130436225",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0212,86,B1,0.0110496932746002,1.34935735612354e-06
218,Umlazi - D - D1 (Ebuhleni),D1 (Ebuhleni),Ntonto Zulu Drive,88,Umlazi - D,"-29,9609170640707","30,9088919396775",Southern,Standpipes,Planned Ablution Block,C&SW contractor,Yes,I0701,34,C,0.00269693352552769,3.1262341550722e-07
219,Umlazi - A - AX2,Umlazi - Part 3 - AX2,Veni Yeni Road,88,Umlazi - A,"-29,9594809875939","30,9176313055001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0213,33,B1,0.00353380838828415,1.82107325321214e-07
220,Umlazi - A - AX4 (Shayamoya) - Investigate with V1,AX4 (Shayamoya),Veni Yeni Road,88,Umlazi - A,"-29,9585537092515","30,9197607390341",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0207,52,B1,0.00457416463704117,2.06830330671367e-07
221,Mfeka Place, ,Ntuli Street / Ntuli Walk / Ngidi Place,74,Lamontville,"-29,9439197379475","30,9414062020001",Southern,"Ablution Facility Taps, 2 Standpipes & Ground water tanks",Ablution Facility,C&SW contractor,Planned,I0129,63,B1,0.00690319839862683,2.6577151070058e-07
222,Umlazi - B - BX1 (Phola Place),BX1 (Phola Place),Imfongosi Drive / Zitinini Drive,81/80,Umlazi - B,"-29,9531073967461","30,9107114235001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility & VIPs,C&SW contractor,Yes,I0215,143,B1,0.0182227183890222,2.21868103715417e-06
223,Umlazi - D - DX13 (Mhlanga Forest),DX13 (Mhlanga Forest),Siyaya Street,88,Umlazi - D,"-29,9700614185174","30,8952454920001",Southern,2 standpipes and on-yard taps,Pit Privies,C&SW contractor,Yes,I0227,28,B1,0.00685170537625649,4.28245132600318e-07
224,Qhiph'Khowe,Ezimbokodweni,Wanda Cele Road / 50252 Street,93,Ezimbokodweni / Umbongintwini,"-30,0093955868322","30,9017492219292",Southern,Standpipes,TBC,C&SW contractor,Yes,I0164,551,B1,0.0182857630013649,7.84209116259191e-06
225,Umlazi - F - FX3 (Moscow),FX3 (Moscow),Ilembe Crescent / Gugu Dube Street,79,Umlazi - F,"-29,94500836801","30,8990000280582",Southern,1 Standpipe,Pit Privies,C&SW contractor,Yes,I0243,139,A,0.0242727229824386,1.57761125936252e-06
226,Umlazi - V - V2/V3/V 4,V2/V3/V 4,Madiva Mbutho Road,80,Umlazi - V,"-29,9510836309412","30,9224687642139",Southern,Standpipes,VIPs,C&SW contractor,Yes,I0348,258,B1,0.0420182379825619,3.42822504270322e-06
227,Umlazi - B - BX2 (Ezwini),BX2 (Ezwini),Dlangisa Avenue,81,Umlazi - B,"-29,9534177528349","30,9050497807502",Southern,Standpipes,Pit Privies,C&SW contractor,Yes,I0540,54,B2/C,0.0107851263587113,8.37412820355195e-07
228,Unity Avenue, ,Lenny Naidu Drive / Unity Avenue,69,Bayview,"-29,9279833537897","30,9099283841298",Southern,"Ablution facility taps, Water reticulation system installed",Ablution Facility,C&SW contractor,Yes,I0385,956,B2,0.0191771643287537,9.13592017625232e-06
229,Savanha Place, ,Ntuli Road,74,Lamontville,"-29,9484338991772","30,9394867557501",Southern,Water Tanks,TBC,C&SW contractor,Yes,I0823,11,C,0.00307938724558064,1.29049118063317e-07
230,Umlazi - D - BX 4 / B X 7 (Ethenisini),BX 4 / B X 7 (Ethenisini),Road no 222 / Fred Gwala Close,88,Umlazi - B / Umlazi - D,"-29,9648788247961","30,9043435135002",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0225,66,B1,0.01320863840476,8.96474443785005e-07
231,Umlazi - B - B10  Lusaka Overspill,B10  Lusaka Overspill,Majubeni Groove / Masijabule Lane,81/80,Umlazi - B,"-29,9529060321171","30,9075144867567",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0836,215,B2,0.0191885293477108,3.09133929244917e-06
232,Umlazi - C - CX2 (Egqumeni),CX2 (Egqumeni),Phumzile Circle,81,Umlazi - C,"-29,951569397822","30,9043553940001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0223,64,A,0.0106252766321991,4.8202075691559e-07
233,Umlazi - E - E2 (Egoli),E2 (Egoli),Guerilla Road / 107877 Street,80,Umlazi - E,"-29,9522326712816","30,9171185925001",Southern,Standpipes,VIPs,C&SW contractor,Yes,I0231,80,A,0.0112586607514625,1.14403472127066e-06
234,Umlazi - F - F6 (Limpopo),"F6 (Limpopo), Umlazi - Part 2",Dinuzulu Road / Cyril Zulu Grove,79,Umlazi - F,"-29,9416887848004","30,8947657723033",Southern,TBC,VIPs,C&SW contractor,Yes,I0241,117,A,0.0181452407641378,1.22982884644679e-06
235,Umlazi - Q - Q4 / Q5,Q4 / Q5,Ugagane Street / Banana Road /,87,Umlazi - Q,"-29,9850120999113","30,8982504375001",Southern,Yes,VIPs,C&SW contractor,Yes,I0317,257,B1,0.0235242667238737,2.97183506942278e-06
236,Ngcamu,Lamontville MEC,Ngcamu Place,74,Lamontville,"-29,947707608623","30,9296073213204",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0147,51,B1,0.00702368135400544,7.17063214875898e-07
237,Ekuthuleni 2 A (Lillian Ngoyi),Lamontville MEC,Simelane Place/ Sibiya Place / Makhathini Avenue,74,Lamontville,"-29,9463028314559","30,9292050802501",Southern,Standpipes,Pit Privies,C&SW contractor,Yes,I0056,43,B1,0.00872832396958754,6.45068484297906e-07
238,Umlazi --B 2088, ,No road Name,88,Umlazi --B,"-29,9655102511509","30,9022703452237",Southern,TBC,TBC,C&SW contractor,TBC,I0887,24,B1,0.00175454685154111,1.22606454313405e-07
239,Walter Sisulu,None,Kaula Road,75/74,Lamontville,"-29,942188248508","30,9456782592501",Southern,2 standpipes,Pit Privies,C&SW contractor,Yes_High mast,I0365,31,A,0.00453556130237431,2.04050860596618e-07
240,Umlazi - W - DX1 overspill,Umlazi - W,Zwe Madlala / 237 str,82,Umlazi - W,"-29,9630017342877","30,8982524026777",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,TBC,I0890,29,B1,0.00317745429270504,1.58748531267542e-07
241,Ekuthuleni 3, ,Hall Drive / Malinga Road,75,Lamontville,"-29,9505245213368","30,941764116463",Southern,No Water Supply,Pit Privies,C&SW contractor,TBC,I0904,52,B1,0.00255056444576501,2.95227575532347e-07
242,Ntwasa / Mpanza Roads, ,Mhlongo Road / Mpanza Road,74,Lamontville,"-29,9405828543997","30,9414203517501",Southern,TBC,Pit Privies,C&SW contractor,Planned,I0586,50,B2,0.00595596318406213,2.65697416763974e-07
243,Mhlongo / Gambushe Roads, ,Magalela Place,74,Lamontville,"-29,9401833160154","30,9392575981057",Southern,TBC,Ablution facility & Pit privies,C&SW contractor,Planned,I0587,5,B2,0.00115731016700076,2.60299065674311e-08
244,Ekuthuleni 2B (Raymond Mhlaba),"Lamontville MEC, Ngcamu",Ngcamu Place,74,Lamontville,"-29,9465541609595","30,9314150154751",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0525,272,B2/B1,0.0206901512959174,3.08451023602932e-06
245,DSW Tip Site (Tara Road), ,Tara Road,66,Van Riebeeck Park,"-29,9269726693291","31,0028524295386",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0804,33,B2,0.00235072260039703,1.79148685107813e-07
246,Buldana Road, ,Buldana Road,68,Merewent,"-29,9553844459358","30,9886306188054",Southern,Standpipes,TBC,C&SW contractor,Planned,I0815,16,B2,0.00320501568640648,1.50886876938907e-07
247,Manyaleni, ,Lenny Naidu Drive,69,Bayview,"-29,9273672387635","30,9128691286268",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0124,268,B1,0.00565668657502383,1.32043422374993e-06
248,Mathe, ,Mate Place,74,Lamontville,"-29,9414425892428","30,9294085987511",Southern,Standpipes,Pit Privies,C&SW contractor,Planned,I0127,31,B1,0.00552311866763885,3.61167901889987e-07
249,Ngqayizivele,Ngqayizivele,Njabulo Zamisa Street,88,Umlazi - D,"-29,9627573804422","30,912162741",Southern,TBC,TBC,C&SW contractor,Planned,I0840,36,B2,0.00433546267972261,1.76905976898889e-07
250,Umlazi - B - Mfene City (BX4/BX7),"Thenisini Overspill, eThensini",Baphelabantu Street,88,Umlazi - B / Umlazi - D,"-29,9656838714833","30,9013295546521",Southern,Ablution Facility Taps and Illegal Taps,Ablution Facility,C&SW contractor,Yes,I0130,49,B1,0.00401719989265598,2.76059243516806e-07
251,Lucky Lushaba, ,Lucky Lushaba/Gybon Mpanza,80,Umlazi - A,"-29,9588220952063","30,9141448408052",Southern,TBC,TBC,C&SW contractor,TBC,I0866,23,B1,0.00204504153502262,1.5480802103975e-07
252,Madlala Settlement,Radebe Str,Radebe Str / Matwebula Road,74,Lamontville,"-29,9450948790461","30,9346866275001",Southern,TBC,TBC,C&SW contractor,TBC,I0856,1483,B2,0.045632035261529,1.38605471305202e-05
253,Barcelona 2, ,Sihlahla Road,75,Lamontville,"-29,9481497961538","30,9470761005001",Southern,TBC,TBC,C&SW contractor,TBC,I0384,57,B1,0.00502986966936972,3.13076375675742e-07
254,Ntuli-Mathwebula settlement, ,Ntuli Street,74,Lamontville,"-29,9469470216894","30,9376255570001",Western,TBC,TBC,C&SW contractor,TBC,I0886,1015,C,0.0361815995430994,8.29896057650873e-06
255,Mhlongo Msimango, ,Mhlongo Road,74,Lamontville,"-29,9390338041003","30,943285208",Southern,No water Supply,Pit Privies,C&SW contractor,TBC,I0901,18,B1,0.00187998452076594,6.15935212896353e-08
256,Mfeka Place 2, ,Usiba Walk,74,Lamontville,"-29,9450473462128","30,9415044965001",Southern,TBC,TBC,C&SW contractor,TBC,I0907,46,B1,0.00422308359326964,2.06302308060359e-07
257,Umlazi - E - EX15 (Buyani),EX15 (Buyani),Sbusiso Mdakane Drive,81,Umlazi - E,"-29,9481472321834","30,9092786138399",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0236,262,B1,0.00810960623806227,1.7846851331512e-06
258,Umlazi - E - EX11 (Ekuthembeni),EX11 (Ekuthembeni),Maphikelela Road / Qabane Drive,81,Umlazi - E,"-29,9510565768894","30,9101174087579",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0234,58,B1,0.0078057451453007,7.11087160609579e-07
259,Umlazi - E - EX9 / E16 (Thandanani),EX9 / E16 (Thandanani),Josia Mapholoba Road,80,Umlazi - E,"-29,9442880052062","30,9247396225001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0240,254,B1,0.0222860156054955,4.0993837275735e-06
260,Umlazi - S - S1/2 (Emhlabeni),S1/2 (Emhlabeni),Griffiths Mxenge Highway,88,Umlazi - S,"-29,9641232039947","30,9129588830002",Southern,Ablution Facility Taps & 7 Standpipe,Ablution Facility,C&SW contractor,Yes,I0326,2978,B1,0.0501815220080566,2.53375886842401e-05
261,Umlazi - V - V9/V6,Mega Village,Mshiyeni Road,76/74,Umlazi - V,"-29,9505687967527","30,9389695265001",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0353,1154,B1,0.0335597418621818,7.12381303097697e-06
262,Umlazi - V - Peace Valley (V7),Peace Valley (V7),Prince Mcwayizeni Drive / Umthente Drive,76,Umlazi - V,"-29,9641464349425","30,9339370157501",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0344,2293,B1,0.0384403219616027,1.23467410001985e-05
263,Umlazi - V - Ezimeleni - Umlazi V8,Ezimeleni - Umlazi - V8,Prince Mcwayizeni Drive,76/90,Umlazi - V,"-29,9667710206277","30,9284448813551",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility & VIPs,C&SW contractor,Yes,I0343,1436,B1,0.0437486329675869,2.03741736576635e-05
264,Umlazi - D - DX2 (Emseni),DX2 (Emseni),Mnyandu Thokozani Road,88,Umlazi - D,"-29,9660634236167","30,8997737714802",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0229,68,B1,0.00670293374193154,6.43099170007147e-07
265,Umlazi - D - DX18,DX18,Asijiki Road / Silwelinkululeko Rd,87,Umlazi - D,"-29,9689475923615","30,9053752264496",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0228,79,B1,0.0060680025095095,6.53209197268069e-07
266,Umlazi - T - T5,T5,1729 Road,89,Umlazi - T,"-29,9781794840501","30,9022126860001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0332,185,B1,0.00988463589720836,1.65212621076288e-06
267,Umlazi - U - UX2 (Tropica),UX2 (Tropica),Maurice Gumede Drive / Isidingo Grove,86,Umlazi - U,"-29,9870417931118","30,8958591407501",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0340,407,B1,0.0232423936095125,4.90758371079268e-06
268,Umlazi - U - UX3 (Qhiph'Khowe),UX3 (Qhiph'Khowe),Mkhathali Drive / Maurice Gumede Drive / Balungile Grove,86,Umlazi - U,"-29,9951093850614","30,8858429810388",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0341,106,B1,0.0135118516327218,1.71909840584964e-06
269,Umlazi - U - ZX16 (Phalamende),ZX16 (Phalamende),Sbu Magwanyane Drive / Mkhathali Drive,86,Umlazi - U,"-29,9970347621657","30,8855788600476",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0342,144,B1,0.0183560252763517,2.40131009946797e-06
270,Umlazi - F - F9,F9,David Sponono Gasa Road / Sdumo Mathe Road,79,Umlazi - F,"-29,946525568998","30,89054402025",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0242,30,A,0.00436200560036154,2.38317903437776e-07
271,Umlazi - V - V10 (Shayamoya),V10 (Shayamoya),Zinkawini Road / 122175 Street,80,Umlazi - A / Umlazi - V,"-29,9538551777978","30,9200309600001",Southern,Ablution Facility Taps & Standpipes,Ablution facility & VIP,C&SW contractor,Yes,I0347,76,B1,0.0116819700473467,1.14682914375094e-06
272,Umlazi - Q - Q8/9/10,"Umlazi - Part 2 - Q8, Q9, Q10",Mayibuye Drive / Msilinga Street,87/86,Umlazi - Q,"-29,9860807038518","30,8919948720001",Southern,Standpipes,VIPs,C&SW contractor,Yes,I0318,167,A,0.0225445654849326,2.57667294934167e-06
273,Umlazi - D - D3 (Ekuthuleni),D3 (Ekuthuleni),Masakhane Street,88,Umlazi - D,"-29,9659204343761","30,9090553760656",Southern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0226,29,B1,0.00331490108550009,2.32376622254806e-07
274,Umlazi - E - EX14 (Jabulani), ,Vukayibambe Street /  Imfongosi Drive,81,Umlazi - E / Umlazi - C / Umlazi - B,"-29,9528132966691","30,9086492557501",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0235,121,B1,0.0208657078513234,2.38010805376743e-06
275,Umlazi - B - BX5,BX5,Street No. 224 / Street No. 226,80/88,Umlazi - B,"-29,9614507510567","30,9066651365001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0216,67,B1,0.00912429262613694,8.04201702355972e-07
276,Umlazi - F - FX3 (Phola Park),FX3 (Phola Park),Cyril Zulu Grove / Ilembe Crescent,79,Umlazi - F,"-29,941024526941","30,8999257327501",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0244,112,A,0.0167014774287256,1.3815690626647e-06
